"SRR1554536"	"SRR1554538"	"SRR1554556"	"SRR1554561"	"SRR1554566"	"SRR1554568"
"X100129999"	"12"	"80"	"24"	"44"	"122"	"76"
"X10013"	"1208"	"13600"	"5766"	"4172"	"16059"	"12083"
"X100130000"	"6"	"4"	"0"	"4"	"6"	"2"
"X100130009"	"3"	"28"	"21"	"25"	"54"	"44"
"X100130015"	"18"	"199"	"102"	"86"	"285"	"155"
"X100130017"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130027"	"199"	"1815"	"941"	"793"	"2230"	"1593"
"X100130071"	"4"	"63"	"20"	"36"	"35"	"30"
"X100130083"	"0"	"2"	"4"	"0"	"5"	"4"
"X100130093"	"22"	"281"	"124"	"198"	"200"	"239"
"X100130097"	"22"	"186"	"205"	"133"	"186"	"246"
"X100130100"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130111"	"21"	"179"	"115"	"231"	"83"	"79"
"X100130148"	"12"	"173"	"77"	"203"	"112"	"56"
"X100130155"	"28"	"193"	"159"	"186"	"102"	"106"
"X100130156"	"0"	"4"	"0"	"0"	"0"	"4"
"X100130157"	"0"	"45"	"52"	"42"	"75"	"62"
"X100130169"	"0"	"3"	"0"	"1"	"0"	"0"
"X100130172"	"0"	"61"	"25"	"19"	"46"	"77"
"X100130219"	"68"	"1141"	"378"	"277"	"988"	"1058"
"X100130231"	"19"	"22"	"22"	"6"	"2"	"8"
"X100130232"	"0"	"5"	"21"	"11"	"8"	"0"
"X100130238"	"28"	"32"	"192"	"355"	"48"	"18"
"X100130249"	"0"	"0"	"0"	"0"	"2"	"2"
"X100130255"	"0"	"30"	"26"	"41"	"11"	"8"
"X100130264"	"0"	"6"	"5"	"6"	"2"	"0"
"X100130274"	"0"	"15"	"4"	"16"	"12"	"29"
"X100130275"	"3"	"0"	"0"	"2"	"5"	"2"
"X100130285"	"2"	"11"	"14"	"10"	"8"	"12"
"X100130298"	"5"	"9"	"14"	"9"	"39"	"28"
"X100130301"	"1"	"40"	"5"	"0"	"26"	"21"
"X100130302"	"0"	"2"	"4"	"2"	"0"	"0"
"X100130311"	"16"	"121"	"277"	"770"	"156"	"225"
"X100130331"	"10"	"0"	"55"	"73"	"4"	"1"
"X100130342"	"0"	"16"	"3"	"2"	"23"	"8"
"X100130345"	"3"	"21"	"15"	"4"	"2"	"7"
"X100130348"	"0"	"12"	"3"	"2"	"0"	"3"
"X100130357"	"56"	"1253"	"251"	"244"	"1304"	"1294"
"X100130361"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130370"	"15"	"15"	"334"	"91"	"18"	"6"
"X100130386"	"2"	"17"	"49"	"34"	"14"	"5"
"X100130401"	"0"	"8"	"2"	"0"	"6"	"4"
"X100130417"	"13"	"44"	"16"	"9"	"150"	"71"
"X100130418"	"24"	"166"	"559"	"221"	"137"	"165"
"X100130428"	"2"	"102"	"18"	"2"	"73"	"64"
"X100130449"	"61"	"653"	"227"	"271"	"822"	"777"
"X100130452"	"0"	"6"	"0"	"0"	"0"	"4"
"X100130458"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130466"	"1"	"2"	"0"	"0"	"0"	"0"
"X100130476"	"0"	"39"	"0"	"4"	"11"	"9"
"X100130480"	"0"	"1"	"0"	"4"	"0"	"0"
"X100130502"	"6"	"0"	"21"	"2"	"18"	"0"
"X100130503"	"312"	"9956"	"1251"	"1738"	"2819"	"4411"
"X100130507"	"4"	"150"	"13"	"12"	"217"	"56"
"X100130519"	"140"	"160"	"242"	"400"	"480"	"389"
"X100130522"	"16"	"453"	"92"	"165"	"278"	"216"
"X100130539"	"34"	"8"	"84"	"89"	"3"	"10"
"X100130547"	"44"	"83"	"125"	"98"	"187"	"137"
"X100130548"	"2"	"207"	"17"	"35"	"53"	"32"
"X100130557"	"81"	"900"	"417"	"139"	"736"	"886"
"X100130579"	"0"	"2"	"5"	"0"	"0"	"0"
"X100130581"	"24"	"119"	"109"	"59"	"94"	"94"
"X100130589"	"0"	"2"	"0"	"0"	"2"	"0"
"X100130613"	"0"	"0"	"10"	"0"	"0"	"0"
"X100130673"	"0"	"21"	"9"	"30"	"14"	"7"
"X100130691"	"67"	"345"	"418"	"190"	"236"	"194"
"X100130698"	"0"	"0"	"15"	"12"	"0"	"0"
"X100130700"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130701"	"0"	"3"	"2"	"0"	"0"	"0"
"X100130717"	"2"	"30"	"20"	"29"	"19"	"24"
"X100130733"	"46"	"98"	"74"	"12"	"151"	"122"
"X100130736"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130742"	"1"	"9"	"30"	"7"	"25"	"25"
"X100130771"	"1"	"99"	"44"	"33"	"69"	"77"
"X100130776"	"8"	"95"	"26"	"46"	"122"	"65"
"X100130800"	"0"	"5"	"2"	"1"	"1"	"4"
"X100130815"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130825"	"3"	"4"	"3"	"1"	"0"	"2"
"X100130827"	"0"	"0"	"0"	"0"	"3"	"1"
"X100130830"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130849"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130855"	"18"	"213"	"84"	"47"	"204"	"292"
"X100130856"	"88"	"602"	"298"	"332"	"584"	"487"
"X100130876"	"0"	"10"	"2"	"0"	"3"	"0"
"X100130880"	"0"	"1"	"0"	"0"	"4"	"0"
"X100130887"	"113"	"559"	"165"	"89"	"15"	"315"
"X100130889"	"0"	"0"	"0"	"0"	"4"	"0"
"X100130894"	"183"	"9"	"143"	"109"	"13"	"3"
"X100130921"	"5"	"22"	"55"	"303"	"16"	"14"
"X100130932"	"14"	"128"	"241"	"83"	"116"	"128"
"X100130933"	"6"	"12"	"184"	"7"	"3"	"4"
"X100130935"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130938"	"13"	"2"	"15"	"7"	"0"	"0"
"X100130950"	"57"	"986"	"306"	"287"	"896"	"1087"
"X100130954"	"0"	"0"	"0"	"0"	"0"	"0"
"X100130958"	"20"	"109"	"52"	"36"	"150"	"111"
"X100130967"	"0"	"25"	"11"	"10"	"17"	"9"
"X100130987"	"26"	"422"	"69"	"134"	"336"	"342"
"X100130988"	"0"	"2"	"2"	"2"	"0"	"0"
"X100130998"	"9"	"37"	"23"	"10"	"43"	"17"
"X100131035"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131060"	"18"	"2"	"107"	"49"	"2"	"10"
"X100131067"	"105"	"448"	"519"	"311"	"819"	"449"
"X100131089"	"171"	"199"	"349"	"226"	"194"	"242"
"X100131091"	"36"	"534"	"136"	"150"	"130"	"220"
"X100131094"	"13"	"122"	"77"	"97"	"106"	"142"
"X100131107"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131117"	"1"	"14"	"5"	"2"	"8"	"4"
"X100131131"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131132"	"0"	"12"	"2"	"0"	"2"	"6"
"X100131137"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131138"	"0"	"14"	"0"	"0"	"0"	"2"
"X100131174"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131176"	"20"	"66"	"10"	"37"	"31"	"44"
"X100131187"	"144"	"674"	"558"	"485"	"849"	"540"
"X100131193"	"27"	"245"	"140"	"198"	"476"	"354"
"X100131205"	"47"	"45"	"32"	"11"	"54"	"34"
"X100131208"	"31"	"96"	"186"	"253"	"32"	"69"
"X100131211"	"62"	"527"	"282"	"71"	"578"	"441"
"X100131213"	"25"	"35"	"93"	"131"	"61"	"38"
"X100131244"	"2"	"27"	"24"	"86"	"56"	"130"
"X100131257"	"0"	"0"	"0"	"0"	"5"	"0"
"X100131275"	"0"	"14"	"2"	"0"	"1"	"2"
"X100131283"	"0"	"19"	"16"	"5"	"10"	"4"
"X100131297"	"0"	"0"	"0"	"0"	"0"	"1"
"X100131316"	"2"	"6"	"1"	"0"	"8"	"3"
"X100131320"	"42"	"70"	"228"	"84"	"83"	"38"
"X100131347"	"12"	"45"	"31"	"9"	"27"	"10"
"X100131354"	"33"	"80"	"144"	"89"	"60"	"80"
"X100131366"	"0"	"0"	"0"	"0"	"4"	"0"
"X100131372"	"10"	"2"	"0"	"2"	"0"	"2"
"X100131373"	"0"	"5"	"0"	"1"	"2"	"2"
"X100131378"	"7"	"8"	"11"	"11"	"3"	"6"
"X100131381"	"6"	"0"	"12"	"22"	"4"	"1"
"X100131390"	"10"	"635"	"71"	"217"	"229"	"88"
"X100131395"	"14"	"51"	"55"	"49"	"6"	"22"
"X100131434"	"63"	"542"	"257"	"265"	"380"	"431"
"X100131439"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131450"	"8"	"53"	"4"	"10"	"51"	"41"
"X100131454"	"24"	"286"	"148"	"183"	"253"	"191"
"X100131479"	"0"	"3"	"0"	"0"	"0"	"2"
"X100131496"	"1"	"27"	"2"	"7"	"15"	"5"
"X100131510"	"7"	"65"	"55"	"35"	"50"	"56"
"X100131519"	"0"	"7"	"19"	"24"	"2"	"29"
"X100131530"	"23"	"173"	"403"	"126"	"100"	"43"
"X100131539"	"1"	"15"	"9"	"0"	"35"	"14"
"X100131541"	"0"	"8"	"8"	"6"	"0"	"2"
"X100131551"	"0"	"3"	"6"	"6"	"0"	"2"
"X100131561"	"0"	"3"	"2"	"0"	"0"	"4"
"X100131564"	"151"	"1632"	"997"	"340"	"1035"	"760"
"X100131580"	"0"	"19"	"2"	"2"	"2"	"2"
"X100131607"	"72"	"12"	"97"	"7"	"30"	"3"
"X100131608"	"0"	"0"	"0"	"0"	"1"	"0"
"X100131635"	"2"	"5"	"0"	"0"	"0"	"2"
"X100131679"	"11"	"131"	"91"	"53"	"107"	"92"
"X100131691"	"62"	"823"	"391"	"420"	"524"	"535"
"X100131726"	"0"	"1"	"0"	"0"	"0"	"0"
"X100131733"	"4"	"22"	"10"	"3"	"1"	"10"
"X100131738"	"57"	"479"	"235"	"461"	"286"	"334"
"X100131744"	"38"	"14"	"26"	"17"	"0"	"0"
"X100131754"	"3155"	"6626"	"85487"	"20277"	"48"	"3874"
"X100131755"	"226"	"3207"	"1275"	"1122"	"2342"	"2602"
"X100131774"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131801"	"568"	"2091"	"1576"	"1307"	"2582"	"1408"
"X100131814"	"13"	"19"	"34"	"27"	"9"	"2"
"X100131816"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131818"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131823"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131825"	"14"	"469"	"92"	"43"	"269"	"462"
"X100131826"	"0"	"155"	"12"	"12"	"24"	"33"
"X100131827"	"11"	"446"	"181"	"45"	"136"	"148"
"X100131871"	"0"	"1"	"0"	"0"	"0"	"0"
"X100131884"	"8"	"20"	"11"	"3"	"21"	"9"
"X100131897"	"12"	"241"	"892"	"395"	"234"	"176"
"X100131902"	"0"	"0"	"0"	"0"	"0"	"0"
"X100131910"	"2"	"4"	"6"	"0"	"2"	"2"
"X100131980"	"0"	"0"	"1"	"0"	"0"	"0"
"X100131997"	"59"	"154"	"55"	"63"	"588"	"264"
"X100131998"	"47"	"816"	"401"	"424"	"396"	"688"
"X100132024"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132050"	"0"	"0"	"0"	"0"	"2"	"3"
"X100132055"	"0"	"5"	"0"	"2"	"19"	"3"
"X100132057"	"2"	"1"	"0"	"0"	"1"	"0"
"X100132062"	"0"	"18"	"14"	"8"	"48"	"13"
"X100132074"	"14"	"938"	"150"	"236"	"2118"	"1404"
"X100132077"	"5"	"244"	"27"	"122"	"72"	"27"
"X100132101"	"16"	"249"	"149"	"14"	"243"	"319"
"X100132103"	"3"	"27"	"101"	"35"	"31"	"16"
"X100132111"	"7"	"19"	"151"	"193"	"26"	"10"
"X100132116"	"6"	"9"	"15"	"17"	"6"	"5"
"X100132124"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132143"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132163"	"1"	"42"	"26"	"30"	"41"	"38"
"X100132169"	"0"	"12"	"26"	"60"	"12"	"8"
"X100132174"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132183"	"108"	"619"	"190"	"80"	"466"	"559"
"X100132202"	"2"	"1"	"1"	"0"	"0"	"0"
"X100132215"	"79"	"489"	"174"	"138"	"269"	"367"
"X100132217"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132229"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132234"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132247"	"173"	"1596"	"1233"	"875"	"641"	"1270"
"X100132249"	"16"	"237"	"218"	"343"	"198"	"189"
"X100132257"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132272"	"0"	"36"	"53"	"113"	"20"	"20"
"X100132273"	"60"	"329"	"214"	"502"	"253"	"193"
"X100132285"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132287"	"0"	"8"	"4"	"5"	"25"	"3"
"X100132288"	"85"	"2"	"19"	"292"	"0"	"0"
"X100132292"	"0"	"2"	"5"	"1"	"3"	"0"
"X100132304"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132314"	"0"	"13"	"8"	"16"	"12"	"13"
"X100132330"	"0"	"0"	"1"	"2"	"0"	"0"
"X100132336"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132339"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132341"	"32"	"1153"	"245"	"443"	"850"	"810"
"X100132346"	"0"	"0"	"2"	"1"	"3"	"1"
"X100132352"	"15"	"197"	"65"	"95"	"141"	"192"
"X100132354"	"3"	"66"	"12"	"12"	"23"	"18"
"X100132356"	"57"	"311"	"200"	"204"	"288"	"253"
"X100132386"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132396"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132399"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132403"	"0"	"2"	"0"	"1"	"2"	"3"
"X100132406"	"269"	"2201"	"566"	"540"	"2282"	"2026"
"X100132417"	"0"	"11"	"15"	"5"	"10"	"9"
"X100132426"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132439"	"0"	"0"	"0"	"1"	"3"	"1"
"X100132460"	"11"	"75"	"23"	"5"	"32"	"47"
"X100132463"	"0"	"2"	"0"	"1"	"2"	"0"
"X100132464"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132472"	"0"	"0"	"0"	"0"	"0"	"4"
"X100132476"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132481"	"0"	"14"	"0"	"0"	"1"	"2"
"X100132501"	"21"	"319"	"92"	"86"	"116"	"132"
"X100132506"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132526"	"3"	"109"	"29"	"103"	"79"	"39"
"X100132529"	"4"	"1"	"2"	"0"	"5"	"2"
"X100132565"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132581"	"0"	"7"	"2"	"2"	"2"	"0"
"X100132596"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132618"	"7"	"364"	"101"	"29"	"290"	"267"
"X100132625"	"20"	"133"	"43"	"44"	"178"	"165"
"X100132653"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132705"	"0"	"0"	"1"	"0"	"0"	"0"
"X100132707"	"59"	"122"	"130"	"71"	"93"	"100"
"X100132708"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132713"	"0"	"0"	"0"	"0"	"0"	"2"
"X100132724"	"0"	"28"	"12"	"1"	"41"	"25"
"X100132726"	"27"	"162"	"118"	"83"	"148"	"112"
"X100132733"	"1"	"16"	"2"	"3"	"7"	"18"
"X100132738"	"3"	"39"	"8"	"3"	"10"	"0"
"X100132741"	"0"	"0"	"2"	"0"	"0"	"2"
"X100132774"	"12"	"122"	"53"	"32"	"102"	"109"
"X100132781"	"0"	"42"	"33"	"6"	"13"	"35"
"X100132813"	"1"	"266"	"123"	"101"	"58"	"72"
"X100132815"	"91"	"2249"	"521"	"436"	"3341"	"2547"
"X100132831"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132832"	"1"	"165"	"109"	"45"	"54"	"76"
"X100132858"	"0"	"5"	"2"	"2"	"2"	"2"
"X100132859"	"4"	"26"	"10"	"35"	"29"	"48"
"X100132891"	"80"	"4"	"319"	"269"	"4"	"4"
"X100132900"	"0"	"2"	"1"	"0"	"0"	"1"
"X100132909"	"95"	"1586"	"322"	"238"	"1511"	"1516"
"X100132911"	"90"	"200"	"234"	"110"	"151"	"127"
"X100132913"	"0"	"18"	"1"	"40"	"58"	"9"
"X100132916"	"0"	"11"	"0"	"1"	"1"	"0"
"X100132923"	"8"	"278"	"183"	"141"	"99"	"184"
"X100132929"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132932"	"0"	"0"	"2"	"0"	"0"	"0"
"X100132939"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132941"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132948"	"0"	"19"	"2"	"19"	"11"	"6"
"X100132963"	"0"	"4"	"0"	"2"	"2"	"0"
"X100132967"	"0"	"0"	"14"	"0"	"0"	"0"
"X100132979"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132987"	"18"	"51"	"48"	"59"	"42"	"40"
"X100132994"	"0"	"0"	"0"	"0"	"0"	"0"
"X100132999"	"29"	"88"	"113"	"245"	"40"	"42"
"X100133023"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133034"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133036"	"2"	"5"	"5"	"5"	"24"	"2"
"X100133039"	"34"	"977"	"343"	"401"	"584"	"451"
"X100133046"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133047"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133050"	"0"	"15"	"9"	"0"	"18"	"6"
"X100133053"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133077"	"2"	"46"	"30"	"11"	"31"	"13"
"X100133091"	"91"	"521"	"218"	"219"	"304"	"248"
"X100133093"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133106"	"0"	"0"	"2"	"0"	"2"	"0"
"X100133121"	"0"	"10"	"6"	"17"	"26"	"24"
"X100133124"	"0"	"3"	"0"	"0"	"2"	"6"
"X100133144"	"0"	"17"	"1"	"0"	"3"	"28"
"X100133161"	"2"	"85"	"27"	"9"	"23"	"37"
"X100133171"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133172"	"20"	"103"	"66"	"48"	"186"	"101"
"X100133190"	"64"	"79"	"89"	"134"	"121"	"145"
"X100133204"	"2"	"11"	"1"	"4"	"11"	"7"
"X100133207"	"0"	"0"	"4"	"0"	"0"	"0"
"X100133214"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133220"	"0"	"37"	"12"	"10"	"39"	"16"
"X100133224"	"0"	"0"	"1"	"0"	"0"	"0"
"X100133234"	"0"	"34"	"15"	"19"	"15"	"6"
"X100133251"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133280"	"0"	"5"	"4"	"0"	"0"	"0"
"X100133299"	"0"	"35"	"8"	"2"	"8"	"11"
"X100133301"	"0"	"17"	"0"	"2"	"8"	"7"
"X100133308"	"0"	"1"	"9"	"1"	"4"	"2"
"X100133311"	"0"	"0"	"0"	"0"	"0"	"0"
"X100133315"	"26"	"136"	"50"	"38"	"157"	"137"
"X100133331"	"19"	"658"	"77"	"195"	"393"	"506"
"X100133445"	"0"	"5"	"14"	"29"	"5"	"1"
"X100133461"	"0"	"0"	"0"	"0"	"2"	"0"
"X100133545"	"46"	"67"	"336"	"304"	"292"	"162"
"X100133612"	"0"	"4"	"6"	"6"	"2"	"6"
"X100133669"	"25"	"74"	"204"	"493"	"33"	"49"
"X100133746"	"34"	"11"	"24"	"22"	"2"	"6"
"X100133941"	"123"	"89502"	"842"	"499"	"47144"	"49180"
"X100133957"	"6"	"78"	"21"	"8"	"15"	"31"
"X100133985"	"20"	"55"	"59"	"65"	"50"	"51"
"X100133991"	"4"	"117"	"45"	"43"	"114"	"100"
"X100134229"	"46"	"164"	"251"	"234"	"24"	"22"
"X100134259"	"7"	"5"	"50"	"43"	"22"	"22"
"X100134317"	"25"	"41"	"35"	"47"	"64"	"30"
"X100134361"	"77"	"583"	"166"	"96"	"616"	"588"
"X100134368"	"3"	"44"	"36"	"57"	"52"	"48"
"X100134391"	"0"	"4"	"0"	"0"	"1"	"2"
"X100134713"	"20"	"157"	"146"	"160"	"81"	"164"
"X100134868"	"47"	"153"	"82"	"58"	"170"	"141"
"X100134869"	"0"	"6"	"0"	"2"	"7"	"8"
"X100134934"	"153"	"622"	"382"	"270"	"524"	"377"
"X100134938"	"0"	"4"	"6"	"0"	"1"	"0"
"X100137047"	"0"	"0"	"0"	"0"	"0"	"0"
"X100137049"	"0"	"0"	"0"	"0"	"0"	"0"
"X10014"	"2451"	"17792"	"11948"	"17489"	"19737"	"14667"
"X100141515"	"0"	"0"	"1"	"0"	"4"	"1"
"X100144596"	"0"	"0"	"0"	"1"	"0"	"0"
"X100144597"	"0"	"2"	"0"	"0"	"0"	"0"
"X100144602"	"10"	"2172"	"107"	"222"	"535"	"1510"
"X100144603"	"14"	"100"	"76"	"102"	"68"	"114"
"X100144604"	"0"	"56"	"30"	"58"	"12"	"8"
"X100144748"	"28"	"114"	"102"	"145"	"82"	"88"
"X100147744"	"40"	"44"	"74"	"10"	"27"	"41"
"X100147773"	"8"	"111"	"38"	"16"	"82"	"91"
"X10015"	"1471"	"12282"	"9675"	"4594"	"10485"	"10004"
"X100151643"	"0"	"0"	"0"	"0"	"0"	"0"
"X100151683"	"0"	"6"	"0"	"0"	"3"	"2"
"X100151684"	"3"	"16"	"3"	"1"	"0"	"5"
"X100158262"	"0"	"8"	"0"	"1"	"0"	"2"
"X10016"	"1101"	"2727"	"3596"	"2782"	"3472"	"2415"
"X100169750"	"0"	"2"	"10"	"10"	"4"	"4"
"X100169751"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169752"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169753"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169754"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169755"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169756"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169757"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169758"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169759"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169760"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169761"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169762"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169763"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169764"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169765"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169766"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169767"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169768"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169851"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169890"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169951"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169952"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169953"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169954"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169955"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169956"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169957"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169958"	"0"	"0"	"0"	"0"	"0"	"0"
"X100169959"	"0"	"0"	"0"	"0"	"0"	"0"
"X10017"	"2"	"20"	"27"	"25"	"17"	"11"
"X100170216"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170217"	"0"	"0"	"1"	"0"	"0"	"1"
"X100170218"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170219"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170220"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170221"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170222"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170223"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170224"	"0"	"0"	"4"	"2"	"2"	"0"
"X100170225"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170226"	"0"	"0"	"0"	"0"	"0"	"2"
"X100170227"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170228"	"0"	"0"	"0"	"0"	"0"	"0"
"X100170229"	"6"	"304"	"83"	"77"	"258"	"221"
"X100170765"	"0"	"8"	"17"	"8"	"4"	"3"
"X100170841"	"334"	"280"	"2022"	"4060"	"366"	"340"
"X100170939"	"5"	"614"	"80"	"37"	"433"	"282"
"X10018"	"122"	"1620"	"499"	"318"	"1191"	"751"
"X100187716"	"0"	"0"	"0"	"0"	"0"	"0"
"X100188847"	"0"	"0"	"0"	"0"	"0"	"0"
"X100188893"	"1142"	"3503"	"3058"	"2318"	"2375"	"2374"
"X100188917"	"2"	"0"	"2"	"0"	"8"	"2"
"X100188947"	"11"	"0"	"19"	"11"	"0"	"0"
"X100188949"	"2"	"13"	"15"	"41"	"9"	"16"
"X100188953"	"307"	"2"	"238"	"250"	"2"	"0"
"X100188954"	"10"	"4"	"10"	"2"	"2"	"0"
"X100189589"	"38"	"70"	"483"	"290"	"58"	"48"
"X10019"	"442"	"1472"	"1798"	"1337"	"1009"	"953"
"X100190938"	"30"	"1260"	"124"	"142"	"489"	"559"
"X100190939"	"225"	"1711"	"649"	"480"	"1393"	"1870"
"X100190940"	"17"	"4"	"31"	"21"	"10"	"4"
"X100190949"	"0"	"6"	"5"	"4"	"2"	"0"
"X100190986"	"0"	"17"	"6"	"4"	"6"	"7"
"X100191040"	"0"	"10"	"76"	"70"	"13"	"6"
"X100191063"	"0"	"0"	"0"	"0"	"0"	"0"
"X100192204"	"0"	"13"	"6"	"2"	"6"	"2"
"X100192378"	"131"	"303"	"264"	"69"	"383"	"294"
"X100192379"	"9"	"6"	"145"	"156"	"2"	"0"
"X100192386"	"760"	"260"	"685"	"335"	"203"	"343"
"X100192420"	"0"	"0"	"0"	"0"	"0"	"0"
"X100192426"	"0"	"14"	"0"	"3"	"3"	"0"
"X1002"	"263"	"8453"	"1143"	"1886"	"3625"	"2743"
"X10020"	"354"	"6525"	"3542"	"1873"	"4956"	"4299"
"X10021"	"40"	"2475"	"295"	"571"	"841"	"881"
"X100216001"	"0"	"11"	"0"	"0"	"2"	"0"
"X100216479"	"71"	"1248"	"326"	"363"	"349"	"270"
"X100216545"	"72"	"1089"	"300"	"198"	"774"	"688"
"X10022"	"6"	"6"	"13"	"2"	"0"	"4"
"X10023"	"48"	"420"	"232"	"310"	"370"	"314"
"X100233156"	"0"	"0"	"0"	"0"	"0"	"0"
"X100233209"	"19"	"20"	"29"	"16"	"12"	"9"
"X10024"	"0"	"1254"	"4"	"0"	"3037"	"2035"
"X100240726"	"8"	"151"	"45"	"33"	"132"	"123"
"X100240734"	"0"	"0"	"0"	"0"	"0"	"0"
"X100240735"	"0"	"2"	"3"	"0"	"0"	"0"
"X10025"	"848"	"5406"	"3261"	"6240"	"5789"	"4424"
"X10026"	"464"	"2032"	"3349"	"1293"	"1720"	"1467"
"X100268168"	"22"	"143"	"81"	"62"	"90"	"140"
"X100270710"	"0"	"0"	"0"	"0"	"0"	"0"
"X100270746"	"6"	"20"	"77"	"19"	"37"	"25"
"X100270804"	"29"	"175"	"119"	"39"	"152"	"152"
"X100271702"	"7"	"13"	"92"	"23"	"8"	"7"
"X100271715"	"28"	"351"	"214"	"182"	"221"	"241"
"X100271722"	"15"	"126"	"98"	"45"	"128"	"123"
